season,playerId,player,position,team,conference,category,statType,stat
2020,4261933,Devin Miller,TE,Marshall,Conference USA,receiving,TD,0
2020,4430288,Eli Pancol,WR,Duke,ACC,fumbles,LOST,0
2020,4361329,Joey Gatewood,TE,Kentucky,SEC,passing,TD,0
2020,4244071,Xavier Williams,RB,Kent State,Mid-American,rushing,CAR,27
2020,4372568,Nakia Watson,RB,Wisconsin,Big Ten,rushing,CAR,53
2020,4038536,Dylan Thomas,WR,TCU,Big 12,receiving,REC,3
2020,4361653,Devin Leary,QB,NC State,ACC,passing,INT,2
2020,4036863,Billy Humphreys,TE,San José State,Mountain West,receiving,REC,2
2020,4361736,Joseph Scates,WR,Iowa State,Big 12,defensive,TOT,1
2020,4240479,Bruce Jordan-Swilling,RB,Georgia Tech,ACC,rushing,CAR,3
2020,4430067,Jaren Mangham,RB,Colorado,Pac-12,rushing,YDS,35
2020,4360644,Daniel Arias,WR,Colorado,Pac-12,receiving,YDS,105
2020,4571641,Warren Bryan,QB,Air Force,Mountain West,rushing,TD,1
2020,4689825,Tyrell Robinson,RB,Army,FBS Independents,receiving,REC,6
2020,4242377,Neil Pau'u,WR,BYU,FBS Independents,rushing,YDS,0
2020,4240787,Austin Allen,TE,Nebraska,Big Ten,defensive,SACKS,0
2020,4068152,Kawaan Baker,WR,South Alabama,Sun Belt,rushing,YDS,42
2020,4690966,Isaiah Jones,WR,Syracuse,ACC,defensive,PD,0
2020,4361825,Spencer Sanders,QB,Oklahoma State,Big 12,fumbles,LOST,3
2020,4427601,Ali Jennings,WR,West Virginia,Big 12,receiving,REC,7
2020,4240411,Sharod Johnson,WR,Syracuse,ACC,receiving,YDS,10
2020,4567506,Tahj Washington,WR,Memphis,American Athletic,rushing,CAR,4
2020,4360649,Dimitri Stanley,WR,Colorado,Pac-12,puntReturns,YDS,77
2020,4426407,Trey Palmer,WR,LSU,SEC,defensive,PD,0
2020,4243910,Khalil McClain,WR,Troy,Sun Belt,receiving,TD,6
2020,4243543,Otis Anderson,RB,UCF,American Athletic,defensive,TFL,0
2020,4244804,Preston Hutchinson,QB,Eastern Michigan,Mid-American,passing,INT,6
2020,4046519,Kekoa Crawford,WR,California,Pac-12,receiving,TD,2
2020,4571021,Shamar Garrett,WR,San José State,Mountain West,receiving,TD,0
2020,4429805,Frank Gore Jr.,RB,Southern Miss,Conference USA,receiving,YDS,97
2020,4240603,Malik Davis,RB,Florida,SEC,rushing,YDS,310
2020,4363046,Tre'Shaun Harrison,WR,Oregon State,Pac-12,receiving,REC,9
2020,4039271,Tony Poljan,TE,Virginia,ACC,defensive,QB HUR,0
2020,4568411,Cornelious Brown,QB,Georgia State,Sun Belt,rushing,CAR,98
2020,4565193,Aidan Bitter,WR,Iowa State,Big 12,receiving,TD,0
2020,4427299,Damarius Good,RB,UCF,American Athletic,receiving,REC,2
2020,4426684,Andrew Bench,TE,Bowling Green,Mid-American,defensive,QB HUR,2
2020,4244732,Caleb Huntley,RB,Ball State,Mid-American,rushing,YDS,437
2020,3858269,Ross Bowers,QB,Northern Illinois,Mid-American,passing,TD,10
2020,4426893,Joshua Cephus,WR,UTSA,Conference USA,receiving,YDS,547
2020,3707332,Dahu Green,WR,Arkansas State,Sun Belt,defensive,SOLO,8
2020,4362560,Tyrone Scott,WR,Central Michigan,Mid-American,defensive,PD,0
2020,4035721,Jackson Anthrop,WR,Purdue,Big Ten,defensive,TD,0
2020,4362887,Justin Fields,QB,Ohio State,Big Ten,passing,INT,6
2020,4044520,Brennon Dingle,WR,UTSA,Conference USA,receiving,YDS,266
2020,4043606,Willie Johnson,WR,Marshall,Conference USA,defensive,QB HUR,0
2020,4427609,Rahmir Johnson,RB,Nebraska,Big Ten,rushing,TD,1
2020,4569138,Tayvian Cunningham,WR,Arizona,Pac-12,kickReturns,NO,11
2020,4242248,Austin Williams,WR,Mississippi State,SEC,receiving,REC,43
2020,4244804,Preston Hutchinson,QB,Eastern Michigan,Mid-American,fumbles,LOST,1
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,receiving,TD,0
2020,4259169,Trestan Ebner,RB,Baylor,Big 12,kickReturns,NO,19
2020,4035427,Dee Anderson,WR,Oklahoma State,Big 12,receiving,REC,1
2020,4243258,Jason Shelley,QB,Utah State,Mountain West,rushing,TD,0
2020,4427634,Keegan Jones,RB,UCLA,Pac-12,rushing,TD,1
2020,4430191,Skyy Moore,WR,Western Michigan,Mid-American,rushing,YDS,0
2020,4577303,Cade Ballard,QB,Army,FBS Independents,passing,TD,1
2020,4689809,Ay'Juan Marshall,WR,Army,FBS Independents,defensive,TOT,1
2020,4044431,K.J. Costello,QB,Mississippi State,SEC,rushing,YDS,-65
2020,4243811,Willie Wright,WR,Florida Atlantic,Conference USA,rushing,TD,0
2020,4362983,Tykee Ogle-Kellogg,WR,UTSA,Conference USA,receiving,REC,11
2020,4258467,Sandon McCoy,RB,Army,FBS Independents,defensive,TOT,1
2020,4261607,Kaegun Williams,RB,San Diego State,Mountain West,rushing,YDS,255
2020,4241397,Charleston Rambo,WR,Oklahoma,Big 12,puntReturns,TD,0
2020,4036409,Tyler Burns,RB,Kansas State,Big 12,defensive,SOLO,1
2020,4685037,Duece Watts,WR,Tulane,American Athletic,rushing,TD,0
2020,4036448,Jalen Virgil,WR,App State,Sun Belt,receiving,TD,3
2020,4568982,Cade Sams,WR,UCF,American Athletic,kickReturns,TD,0
2020,4361475,Josh Foley,RB,New Mexico,Mountain West,defensive,QB HUR,0
2020,4255986,Champ Flemings,WR,Oregon State,Pac-12,receiving,REC,10
2020,4036211,DJ Turner,WR,Pittsburgh,ACC,kickReturns,YDS,311
2020,4360200,Kelan Walker,RB,Houston,American Athletic,receiving,TD,0
2020,4037517,Roscoe Johnson,WR,Louisville,ACC,receiving,YDS,20
2020,4373726,Tyhier Tyler,QB,Army,FBS Independents,fumbles,LOST,5
2020,4690143,LaJohntay Wester,WR,Florida Atlantic,Conference USA,receiving,REC,17
2020,4040824,Dominic Johnson,WR,Buffalo,Mid-American,defensive,TFL,0
2020,4362430,Taye Barber,WR,TCU,Big 12,defensive,PD,0
2020,4032709,Josh McGowen,RB,Stephen F. Austin,Southland,defensive,TD,0
2020,4427095,Demario Douglas,WR,Liberty,FBS Independents,puntReturns,YDS,166
2020,4361203,Jaron Woodyard,WR,Marshall,Conference USA,receiving,YDS,42
2020,4426399,Ramel Keyton,WR,Tennessee,SEC,receiving,TD,0
2020,4427951,Jalen McGaughy,WR,Ball State,Mid-American,defensive,TOT,1
2020,4360689,Tyler Shough,QB,Oregon,Pac-12,rushing,TD,2
2020,3707332,Dahu Green,WR,Arkansas State,Sun Belt,receiving,YDS,542
2020,4367175,Kyle Philips,WR,UCLA,Pac-12,defensive,SOLO,1
2020,4429020,D.J. Uiagalelei,QB,Clemson,ACC,fumbles,REC,0
2020,4373741,Cade Barnard,RB,Army,FBS Independents,rushing,CAR,25
2020,4034332,Michael Collins,QB,Rice,Conference USA,passing,TD,10
2020,4036485,CJ Marable,RB,Coastal Carolina,Sun Belt,receiving,REC,31
2020,4570497,Jarrin Pierce,WR,Middle Tennessee,Conference USA,receiving,REC,59
2020,4362748,Tyler Badie,RB,Missouri,SEC,rushing,TD,4
2020,4372554,Mitchell Pryor,RB,Vanderbilt,SEC,receiving,REC,3
2020,4035995,Jawon Pass,QB,Louisville,ACC,rushing,CAR,3
2020,4431976,Dustin Fletcher,QB,Northern Illinois,Mid-American,rushing,YDS,103
2020,4032709,Josh McGowen,RB,Stephen F. Austin,Southland,defensive,PD,0
2020,4360082,Leonard Taylor,TE,Cincinnati,American Athletic,defensive,SOLO,1
2020,4608520,Sam Olson,TE,San José State,Mountain West,defensive,SOLO,1
2020,4605489,Damien Alford,WR,Syracuse,ACC,receiving,TD,0
2020,4362751,Jalen Knox,WR,Missouri,SEC,defensive,TD,0
2020,4429084,Anthony Richardson,QB,Florida,SEC,fumbles,FUM,1
2020,4374507,Cole Cavallo,TE,Southern Miss,Conference USA,receiving,REC,10
2020,4360425,Ronnie Walker Jr.,RB,Virginia,ACC,rushing,YDS,66
2020,4693844,Dallas Dixon,WR,Central Michigan,Mid-American,defensive,TFL,0
2020,4040835,Jake Molinich,TE,Buffalo,Mid-American,kickReturns,NO,2
2020,4379608,Bryce Miller,WR,South Florida,American Athletic,rushing,CAR,1
2020,4362605,Allen Dailey,WR,Kentucky,SEC,kickReturns,NO,1
2020,4430747,Reese Smith,WR,West Virginia,Big 12,defensive,QB HUR,0
2020,4039009,Sean McGrew,RB,Washington,Pac-12,receiving,TD,0
2020,4249426,Jalen Wayne,WR,South Alabama,Sun Belt,puntReturns,YDS,37
2020,4048695,Jordan Nathan,WR,Utah State,Mountain West,receiving,TD,1
2020,4426684,Andrew Bench,TE,Bowling Green,Mid-American,defensive,SOLO,3
2020,4372765,C'Bo Flemister,RB,Notre Dame,FBS Independents,defensive,TD,0
2020,4426917,Coltin Clack,TE,Arkansas State,Sun Belt,passing,YDS,0
2020,4361264,Isaiah Bowser,RB,Northwestern,Big Ten,rushing,YDS,230
2020,4433886,Tate Rodemaker,QB,Florida State,ACC,rushing,CAR,8
2020,4695223,Chase Curtis,TE,TCU,Big 12,defensive,PD,0
2020,4685037,Duece Watts,WR,Tulane,American Athletic,rushing,CAR,1
2020,4043607,Xavier Gaines,TE,Marshall,Conference USA,passing,INT,1
2020,4032709,Josh McGowen,RB,Stephen F. Austin,Southland,defensive,SACKS,0
2020,4608679,Will Sheppard,WR,Vanderbilt,SEC,receiving,TD,0
2020,4365322,Isaiah Phillips,RB,UL Monroe,Sun Belt,fumbles,FUM,5
2020,4240600,Kadarius Toney,WR,Florida,SEC,puntReturns,TD,1
2020,4035167,Jarrett Guarantano,QB,Tennessee,SEC,fumbles,REC,0
2020,4685037,Duece Watts,WR,Tulane,American Athletic,receiving,YDS,512
2020,4569382,Jordan Whittington,WR,Texas,Big 12,rushing,TD,1
2020,4431487,Savion Williams,WR,TCU,Big 12,kickReturns,YDS,312
2020,4428532,Ainias Smith,WR,Texas A&M,SEC,puntReturns,NO,15
2020,4570090,Chad Alexander,RB,New Mexico,Mountain West,kickReturns,NO,10
2020,4259729,Baden Pinson,RB,Coastal Carolina,Sun Belt,receiving,REC,2
2020,4032709,Josh McGowen,RB,Stephen F. Austin,Southland,defensive,QB HUR,0
2020,4365322,Isaiah Phillips,RB,UL Monroe,Sun Belt,fumbles,REC,0
2020,4565172,Courtney Jackson,WR,Syracuse,ACC,receiving,YDS,69
2020,4567470,Jsi Hatfield,WR,East Carolina,American Athletic,fumbles,FUM,1
2020,4241138,Wesley Kennedy III,RB,Georgia Southern,Sun Belt,receiving,YDS,163
2020,4433945,Elijah Young,RB,Missouri,SEC,rushing,YDS,78
2020,4036592,Tyler Lamm,TE,UL Monroe,Sun Belt,receiving,YDS,112
2020,4243369,Marquavius Weaver,RB,Memphis,American Athletic,receiving,TD,0
2020,4240066,Taylor Compton,WR,Utah State,Mountain West,defensive,PD,0
2020,4571875,Qualan Jones,RB,Baylor,Big 12,receiving,REC,14
2020,4259174,Gavin Holmes,WR,Baylor,Big 12,receiving,YDS,244
2020,4428666,Cadarrius Thompson,WR,Georgia State,Sun Belt,receiving,REC,4
2020,4039210,Drew Plitt,QB,Ball State,Mid-American,defensive,SOLO,2
2020,4569948,Keanu Hill,TE,BYU,FBS Independents,receiving,YDS,70
2020,4372780,Tommy Tremble,TE,Notre Dame,FBS Independents,rushing,TD,0
2020,4243713,Myles Fells,RB,Navy,American Athletic,rushing,CAR,25
2020,4429153,Lideatrick Griffin,WR,Mississippi State,SEC,kickReturns,TD,0
2020,4429125,Gary Bryant Jr.,WR,USC,Pac-12,receiving,YDS,51
2020,4569594,Cameron Davis,RB,Washington,Pac-12,receiving,REC,5
2020,4244804,Preston Hutchinson,QB,Eastern Michigan,Mid-American,defensive,TFL,0
2020,4244032,Matthew Wilcox Jr.,WR,Eastern Kentucky,OVC,defensive,TFL,0
2020,4568660,Vincent Davis,RB,Pittsburgh,ACC,rushing,YDS,626
2020,4427839,Bryson Lucero,QB,UAB,Conference USA,passing,TD,7
2020,4032247,Raleigh Webb,WR,The Citadel,Southern,rushing,CAR,3
2020,4257253,Bryce Mitchell,WR,Toledo,Mid-American,receiving,TD,4
2020,4245186,Frank Harris,QB,UTSA,Conference USA,fumbles,LOST,1
2020,4569393,Xavier White,WR,Texas Tech,Big 12,rushing,TD,2
2020,4241665,Caleb Twyford,WR,Texas State,Sun Belt,defensive,TFL,0
2020,4046686,Javon McKinley,WR,Notre Dame,FBS Independents,rushing,TD,0
2020,4367175,Kyle Philips,WR,UCLA,Pac-12,rushing,CAR,4
2020,4429501,Re'Mahn Davis,RB,Temple,American Athletic,rushing,YDS,308
2020,4426760,Stephan Bracey,WR,Wisconsin,Big Ten,kickReturns,YDS,114
2020,4565297,Dontae Fleming,WR,Louisiana,Sun Belt,rushing,CAR,1
2020,4261912,Brenden Knox,RB,Marshall,Conference USA,kickReturns,YDS,26
2020,4362310,Shane Hooks,WR,Ohio,Mid-American,receiving,REC,8
2020,4241397,Charleston Rambo,WR,Oklahoma,Big 12,receiving,YDS,312
2020,4693844,Dallas Dixon,WR,Central Michigan,Mid-American,fumbles,REC,0
2020,4693645,Joseph Bruno,RB,Penn State,Big Ten,rushing,YDS,42
2020,4261173,Bobby Cole,RB,New Mexico,Mountain West,defensive,TFL,0
2020,4610703,Jalen White,RB,Georgia Southern,Sun Belt,defensive,PD,0
2020,4402090,Riley Sharp,TE,Oregon State,Pac-12,defensive,TOT,10
2020,4259308,Raheem Blackshear,RB,Virginia Tech,ACC,rushing,CAR,66
2020,4428491,Edward Bautista,TE,North Texas,Conference USA,defensive,TD,0
2020,4431453,Deuce Vaughn,RB,Kansas State,Big 12,receiving,YDS,434
2020,4569138,Tayvian Cunningham,WR,Arizona,Pac-12,rushing,TD,0
2020,4240866,Kalil Pimpleton,WR,Central Michigan,Mid-American,rushing,TD,3
2020,4362034,Justin Garrett,WR,UTEP,Conference USA,receiving,YDS,510
2020,4390717,Josh Johnson,RB,UL Monroe,Sun Belt,rushing,CAR,88
2020,4362110,Malcolm Epps,TE,Texas,Big 12,rushing,CAR,0
2020,4240098,Erin Collins,RB,Northern Illinois,Mid-American,fumbles,LOST,2
2020,4689650,Trea Shropshire,WR,UAB,Conference USA,rushing,CAR,1
2020,4241053,Jonathan Adams Jr.,WR,Arkansas State,Sun Belt,receiving,YDS,1111
2020,4372023,Dalton Adkison,WR,Troy,Sun Belt,defensive,SACKS,0
2020,4689809,Ay'Juan Marshall,WR,Army,FBS Independents,defensive,TD,0
2020,4360115,Slade Bolden,WR,Alabama,SEC,receiving,YDS,270
2020,4570251,Tajay Ahmed,RB,Buffalo,Mid-American,defensive,TOT,3
2020,4430292,Leonard Parker,RB,South Florida,American Athletic,rushing,YDS,98
2020,4361624,Tye Evans,RB,Ball State,Mid-American,receiving,YDS,38
2020,4240796,Tristan Gebbia,QB,Oregon State,Pac-12,receiving,TD,1
2020,4432387,Nate Mccollum,WR,Georgia Tech,ACC,receiving,REC,2
2020,4427391,Kenny McIntosh,RB,Georgia,SEC,defensive,SOLO,1
2020,4038444,Landon Wolf,WR,Oklahoma State,Big 12,fumbles,LOST,0
2020,4689036,Torrance Davis,RB,Kentucky,SEC,defensive,TOT,2
2020,4373851,Desmond Trotter,QB,South Alabama,Sun Belt,rushing,YDS,3
2020,4360057,Charles McClelland,RB,Cincinnati,American Athletic,defensive,TD,0
2020,4427569,Giles Jackson,WR,Michigan,Big Ten,kickReturns,NO,13
2020,4431277,Koy Moore,WR,LSU,SEC,puntReturns,YDS,16
2020,4241555,Elijah Mitchell,RB,Louisiana,Sun Belt,receiving,YDS,153
2020,4371974,Seth Williams,WR,Auburn,SEC,fumbles,REC,0
2020,4242492,CJ Verdell,RB,Oregon,Pac-12,fumbles,LOST,2
2020,4608810,Tez Johnson,WR,Troy,Sun Belt,puntReturns,TD,0
2020,4362504,Brevin Jordan,TE,Miami,ACC,receiving,TD,7
2020,4044081,Keyion Dixon,WR,Eastern Kentucky,OVC,rushing,TD,0
2020,4362159,Alan Bowman,QB,Texas Tech,Big 12,rushing,TD,0
2020,4361029,Jaivon Heiligh,WR,Coastal Carolina,Sun Belt,defensive,SOLO,0
2020,4360609,Malcom Davidson,RB,Florida Atlantic,Conference USA,receiving,REC,6
2020,4381248,Tauskie Dove,WR,Missouri,SEC,receiving,YDS,300
2020,4426689,Ulysses Bentley IV,RB,SMU,American Athletic,rushing,YDS,898
2020,4574730,Isaiah Washington,WR,Rutgers,Big Ten,receiving,YDS,96
2020,4239821,Lucious Stanley,RB,UAB,Conference USA,rushing,YDS,118
2020,4429652,Pat Garwo III,RB,Boston College,ACC,rushing,YDS,122
2020,4259197,Tarique Milton,WR,Iowa State,Big 12,receiving,REC,15
2020,4568024,Josh Williams,RB,LSU,SEC,defensive,SOLO,1
2020,4695619,Austin Erickson,WR,New Mexico,Mountain West,receiving,REC,1
2020,4568613,Tayvon Ruley,RB,Temple,American Athletic,rushing,YDS,306
2020,4360924,Austin Ogunmakin,WR,North Texas,Conference USA,receiving,REC,22
2020,4371968,Miles Marshall,WR,Indiana,Big Ten,receiving,TD,1
2020,4243389,Calvin Austin III,WR,Memphis,American Athletic,rushing,CAR,2
2020,4068152,Kawaan Baker,WR,South Alabama,Sun Belt,defensive,QB HUR,0
2020,4431277,Koy Moore,WR,LSU,SEC,receiving,TD,0
2020,4360323,Braden Galloway,TE,Clemson,ACC,receiving,TD,2
2020,4360423,Michael Penix Jr.,QB,Indiana,Big Ten,passing,YDS,1649
2020,4050954,Isaac Smith,WR,Missouri State,MVFC,receiving,YDS,9
2020,4430255,Charles Njoku,WR,UCLA,Pac-12,receiving,TD,1
2020,4431917,Charles Finley,TE,West Virginia,Big 12,receiving,TD,0
2020,4427344,Chase Griffin,QB,UCLA,Pac-12,passing,INT,2
2020,4371854,Devon High,RB,Navy,American Athletic,rushing,CAR,2
2020,4569274,Rondarius Gregory,RB,Northern Illinois,Mid-American,fumbles,FUM,1
2020,4241556,Levi Lewis,QB,Louisiana,Sun Belt,passing,YDS,2270
2020,4243765,Austin Upshaw,WR,SMU,American Athletic,kickReturns,NO,1
2020,4240412,Aaron Hackett,TE,Syracuse,ACC,kickReturns,NO,2
2020,4574315,Bernard Porter,WR,Buffalo,Mid-American,receiving,YDS,6
2020,4430590,Payton Thorne,QB,Michigan State,Big Ten,rushing,CAR,25
2020,4374298,Devon Williams,WR,Oregon,Pac-12,receiving,YDS,286
2020,4569522,Ryan Graham,RB,Arkansas State,Sun Belt,rushing,CAR,28
2020,4362560,Tyrone Scott,WR,Central Michigan,Mid-American,receiving,REC,3
2020,4259240,Savon Scarver,WR,Utah State,Mountain West,defensive,QB HUR,0
2020,4427569,Giles Jackson,WR,Michigan,Big Ten,puntReturns,NO,5
2020,4367209,Greg Dulcich,TE,UCLA,Pac-12,receiving,REC,26
2020,4428811,Xavier Weaver,WR,South Florida,American Athletic,receiving,YDS,136
2020,4240899,Roshauud Paul,WR,Arkansas State,Sun Belt,passing,YDS,39
2020,4361409,Jahan Dotson,WR,Penn State,Big Ten,defensive,TOT,0
2020,4261607,Kaegun Williams,RB,San Diego State,Mountain West,receiving,YDS,42
2020,4258236,Nick Tronti,QB,Florida Atlantic,Conference USA,rushing,CAR,69
2020,4362698,Jackson Lanam,TE,Texas State,Sun Belt,receiving,REC,9
2020,4686422,Xavier Hutchinson,WR,Iowa State,Big 12,defensive,SACKS,0
2020,4036357,Collin Hill,QB,South Carolina,SEC,receiving,REC,2
2020,4360589,Dontae Smith,RB,Georgia Tech,ACC,rushing,TD,3
2020,4261168,Bryson Carroll,RB,New Mexico,Mountain West,receiving,REC,9
2020,4372602,Nazar Bombata,RB,Arizona,Pac-12,defensive,PD,0
2020,4686775,Montana Lemonious-Craig,WR,Colorado,Pac-12,receiving,REC,1
2020,4258577,Cole Tucker,WR,Northern Illinois,Mid-American,receiving,TD,2
2020,4362536,Robert French,TE,Rice,Conference USA,defensive,QB HUR,0
2020,4428211,Nathaniel Peat,RB,Stanford,Pac-12,rushing,CAR,29
2020,4689647,Rob Johnson,WR,UAB,Conference USA,receiving,TD,0
2020,4240600,Kadarius Toney,WR,Florida,SEC,passing,YDS,12
2020,4362310,Shane Hooks,WR,Ohio,Mid-American,receiving,YDS,120
2020,4035847,Melquise Stovall,WR,Hawai'i,Mountain West,receiving,YDS,232
2020,4032491,Aubry Payne,TE,Georgia State,Sun Belt,kickReturns,TD,0
2020,4429885,Kobie Campbell,WR,Rice,Conference USA,defensive,SACKS,0
2020,4369863,Cedric Tillman,WR,Tennessee,SEC,receiving,YDS,67
2020,4568421,Darius Lewis,WR,Georgia Southern,Sun Belt,receiving,YDS,20
2020,4426692,Luke Benson,TE,Syracuse,ACC,defensive,TOT,2
2020,4036529,Jonathan Ifedi,WR,Georgia State,Sun Belt,defensive,PD,1
2020,4688757,Tyson Thompson,WR,Houston Christian,Southland,defensive,TOT,1
2020,4262016,Yusuf Ali,WR,Middle Tennessee,Conference USA,receiving,REC,37
2020,4260943,Julian Ross,RB,Ohio,Mid-American,rushing,CAR,2
2020,4040771,John Raine,TE,Northwestern,Big Ten,receiving,TD,2
2020,4038438,La'Darren Brown,RB,Oklahoma State,Big 12,defensive,QB HUR,0
2020,4257370,Jeremiah Knight,WR,Akron,Mid-American,puntReturns,TD,0
2020,4360204,Johnny Langan,TE,Rutgers,Big Ten,passing,INT,1
2020,3707332,Dahu Green,WR,Arkansas State,Sun Belt,defensive,TD,0
2020,4361660,Trent Pennix,TE,NC State,ACC,defensive,TFL,0
2020,4039271,Tony Poljan,TE,Virginia,ACC,receiving,TD,6
2020,4256085,Miles Reed,RB,Hawai'i,Mountain West,fumbles,LOST,1
2020,4244727,Justin Hall,WR,Ball State,Mid-American,rushing,YDS,231
2020,4382468,La'Darius Jefferson,RB,Western Michigan,Mid-American,receiving,REC,4
2020,4429079,Luke Doty,WR,South Carolina,SEC,rushing,YDS,89
2020,4035826,Demetric Felton,RB,UCLA,Pac-12,receiving,REC,22
2020,4242148,Jarrod Barnes,WR,Central Arkansas,Southland,receiving,YDS,5
2020,4374150,Isaiah Hamilton,WR,San José State,Mountain West,receiving,TD,2
2020,4361029,Jaivon Heiligh,WR,Coastal Carolina,Sun Belt,defensive,TOT,1
2020,3917179,Jamal Jones,RB,Arkansas State,Sun Belt,rushing,YDS,576
2020,4361278,Raymond Niro III,WR,Northwestern,Big Ten,receiving,YDS,17
2020,4431058,Lavel Davis,WR,Virginia,ACC,defensive,PD,0
2020,4360480,Spencer Petras,QB,Iowa,Big Ten,rushing,YDS,-4
2020,4431976,Dustin Fletcher,QB,Northern Illinois,Mid-American,rushing,CAR,15
2020,4429911,JoVoni Johnson,WR,Rice,Conference USA,rushing,TD,0
2020,4244810,Karmi Mackey,RB,Eastern Michigan,Mid-American,fumbles,LOST,1
2020,4362087,Keaontay Ingram,RB,Texas,Big 12,fumbles,REC,0
2020,4429053,A.J. Henning,WR,Michigan,Big Ten,rushing,CAR,3
2020,4374187,Deven Thompkins,WR,Utah State,Mountain West,receiving,YDS,214
2020,4244810,Karmi Mackey,RB,Eastern Michigan,Mid-American,rushing,CAR,3
2020,4365322,Isaiah Phillips,RB,UL Monroe,Sun Belt,receiving,TD,0
2020,4430511,Damon Smith,WR,Oklahoma,Big 12,receiving,REC,2
2020,4241671,Jeremiah Haydel,WR,Texas State,Sun Belt,puntReturns,TD,1
2020,4047555,Jalen Williams,WR,Louisiana,Sun Belt,receiving,YDS,360
2020,4401311,Devin Maddox,WR,Toledo,Mid-American,rushing,YDS,-2
2020,4429867,Tyler Hudson,WR,Central Arkansas,Southland,fumbles,REC,0
2020,4362785,Amir Abdur-Rahman,WR,Vanderbilt,SEC,receiving,YDS,402
2020,4241464,Mac Jones,QB,Alabama,SEC,passing,INT,4
2020,4433901,Corey Rucker,WR,Arkansas State,Sun Belt,receiving,TD,5
2020,4427391,Kenny McIntosh,RB,Georgia,SEC,defensive,TD,0
2020,4426780,Jirehl Brock,RB,Iowa State,Big 12,defensive,SOLO,1
2020,4245196,B.J. Daniels,RB,UTSA,Conference USA,kickReturns,YDS,36
2020,4244810,Karmi Mackey,RB,Eastern Michigan,Mid-American,receiving,TD,0
2020,4382468,La'Darius Jefferson,RB,Western Michigan,Mid-American,receiving,TD,0
2020,4430034,Xavier Legette,WR,South Carolina,SEC,defensive,PD,0
2020,4362230,Kaleb Eleby,QB,Western Michigan,Mid-American,rushing,YDS,38
2020,4036436,Marcus Williams Jr.,RB,App State,Sun Belt,fumbles,FUM,2
2020,4429976,Micah Kelly,RB,Toledo,Mid-American,rushing,YDS,207
2020,4430331,Javion Posey,WR,Florida Atlantic,Conference USA,rushing,TD,3
2020,4384211,Tahj Magee,WR,Louisiana Tech,Conference USA,defensive,TOT,3
2020,4427391,Kenny McIntosh,RB,Georgia,SEC,defensive,TOT,1
2020,4370348,Corey Gammage,WR,Marshall,Conference USA,defensive,PD,0
2020,4374306,Markese Stepp,RB,USC,Pac-12,rushing,TD,3
2020,4360916,Kason Martin,QB,North Texas,Conference USA,passing,YDS,49
2020,4372485,Rondale Moore,WR,Purdue,Big Ten,rushing,CAR,6
2020,4241139,Matt LaRoche,RB,Georgia Southern,Sun Belt,receiving,YDS,9
2020,4259174,Gavin Holmes,WR,Baylor,Big 12,receiving,TD,1
2020,4430846,Porter Rooks,WR,NC State,ACC,receiving,YDS,276
2020,4283694,Jovany Ruiz,WR,Buffalo,Mid-American,receiving,REC,20
2020,4361418,Will Levis,QB,Penn State,Big Ten,rushing,YDS,260
2020,4565194,Ben Renfro,WR,Utah,Pac-12,defensive,SACKS,0
2020,4433959,Ben Yurosek,TE,Stanford,Pac-12,defensive,QB HUR,0
2020,4360890,Jordan McCloud,QB,South Florida,American Athletic,rushing,YDS,74
2020,4239941,Travis Levy,RB,Boston College,ACC,receiving,YDS,280
2020,4428606,Jacquez Stuart,RB,Toledo,Mid-American,kickReturns,TD,0
2020,4244804,Preston Hutchinson,QB,Eastern Michigan,Mid-American,passing,TD,12
2020,4687456,Chris Jackson,WR,BYU,FBS Independents,rushing,TD,0
